83,2535,16564,21690,7271,10929,11419,8021,21831,10388,7971,1332,1066,3912,10272,3629,73115,1410,7152,2389,105,455,479,10538,390,72842,2787,55,1841,1880,2085,3239,5290,3413,4274,3546,22315,17739,10742,3424,3474,2335,42223,44055,2366,11779,645,3856,10506,3561,8516,387,19712,9442,8601,9222,43504,2039,966,11179,11622,1535,6967,3038,724,1272,3172,8180,1109,2333,5125,37463,7296,7422,3128,10595,651,7542,1657,3155,17403,2814,10788,1207,5427,9726,3440,6568,6839,4186,9678,6211,2377,210
84,1892,16209,16803,5634,14150,9710,7079,16081,11990,6859,1129,1042,3227,10444,3145,65706,1360,7709,2486,87,430,365,8350,191,65923,2430,88,2044,1935,2041,3813,6074,4025,6902,3024,18405,19724,12510,3577,3153,2707,37209,38303,3127,12190,616,4406,13566,3627,7514,339,17704,10245,9529,9000,37041,1713,969,11993,10140,898,5955,2219,803,1516,3984,7274,1576,2828,4693,32896,5847,8365,2793,11063,631,6474,1729,2602,17247,2811,9484,1241,5495,11227,3412,6065,7251,3435,9727,5285,3050,163
86,1970,15846,25316,7910,10740,9702,8210,20605,10275,8002,1207,1021,3651,8445,3561,71167,1386,9678,2489,76,439,469,9325,132,70881,2387,62,2166,2161,2050,4033,5456,3677,6375,3394,23937,16050,13460,3743,3487,1818,44119,43850,3911,11996,769,4669,11386,2792,7373,299,22875,12023,7171,10078,45264,1580,1192,14817,9648,1758,6942,2778,878,1479,3687,6933,1376,2598,4891,40515,7792,6656,2167,10612,821,5624,1573,2612,16127,2632,10319,1514,7011,11329,4142,6947,5800,3645,9815,5875,2452,119
87,2115,20738,38476,10098,15654,10650,11092,35865,13976,10731,1491,1227,4285,17624,4313,94951,1426,9701,3237,81,468,624,11970,263,91572,3765,82,2533,2518,1926,5380,5354,3660,7110,4853,25242,21421,16708,3837,4254,2783,55020,50087,4656,13116,898,5587,15791,3946,9327,326,26533,12718,11268,13695,50698,1506,896,17559,9596,1218,8182,1839,824,1927,4801,8734,1244,2604,5483,48797,7719,9711,3234,13330,1003,7385,1646,3610,18677,3216,12399,1748,7375,15259,6122,8142,6876,5009,9970,6696,3109,152
88,2096,15446,21628,6631,14715,10374,8783,18722,11448,10483,1280,1005,3918,12116,3824,93089,1835,7899,2637,76,417,608,9894,247,87712,2386,69,1917,2087,2320,3187,4304,3549,7436,3871,21360,18319,11995,3378,2650,1844,52237,52254,4191,12221,874,3465,12406,3601,7186,338,21661,11054,10878,10450,51060,1747,1169,14759,10230,1739,7088,1840,1286,1467,3465,9892,1776,2557,4897,47445,7413,9166,2463,12519,843,7188,2254,3028,17433,2571,11013,1399,5799,13764,3264,7302,6665,3114,10800,6001,2127,161
89,2733,19730,10576,7456,15423,12775,9185,14288,11825,9730,1290,989,3550,11853,3682,77535,1817,8397,4318,104,552,778,12775,571,75225,3441,79,1944,1955,3572,4164,5761,3392,7551,3634,22031,20787,13762,3238,4224,2945,44411,48323,4395,19141,1164,6783,16792,4127,9949,377,19217,12592,11108,12370,46763,2034,1884,13416,11571,1763,9117,3410,1203,1653,4194,10999,2270,4459,6084,37635,7137,8781,4385,13490,1007,8234,2664,3158,26073,3221,11996,2026,9058,15697,4103,7602,7729,4895,13407,6751,3133,280
90,2146,15753,15531,6557,10685,10186,7855,16041,11195,9512,1219,950,3899,8882,3658,81624,1570,7417,4349,96,492,701,8570,368,76535,2335,71,2033,2230,3458,3495,4542,3945,6135,3451,23013,17796,12030,3759,3603,2126,49120,51768,3277,12235,1011,4462,14655,3615,7425,383,24492,11333,8358,9217,48562,1655,2005,12929,9999,2066,7398,3206,1642,1538,3299,7027,2008,4199,5419,43655,6888,7918,3055,11711,1019,5792,2208,3084,18087,2859,10618,2168,8105,10834,4382,6091,6636,4254,9698,6331,2448,189
91,2248,14315,5502,7028,12583,11020,9239,7314,9718,7045,1136,979,3507,10259,3363,74806,1615,6642,4189,113,485,880,10194,450,72703,2802,92,1878,1971,4675,2525,5077,3147,4125,3698,23398,16717,10140,3262,4450,1626,44209,46057,3756,11932,1138,3733,11464,4598,7072,358,22934,10331,9220,8512,43368,1753,1853,12972,10807,2242,6734,3559,1172,1595,4025,8907,1753,4908,5056,39271,6734,6663,4249,10169,1059,6809,1795,3213,17994,3298,9908,2082,5764,12561,2684,6023,8532,4275,9648,6124,2748,264
93,1804,11834,31887,4827,11121,9454,7019,33502,10348,7898,1111,889,3260,10191,3266,81024,1448,5834,2963,71,425,535,9183,261,72319,2215,66,2224,2280,2883,2782,4675,2889,5601,3821,24520,13606,12260,2852,3392,2361,41810,48125,2975,9514,727,4526,12016,4492,5875,291,23266,8658,8140,8802,46934,1309,1207,10622,8657,1711,7147,2065,903,1416,3976,6835,1342,3130,4943,35708,5050,6264,3812,9909,653,6841,2024,3266,17378,2646,8795,1241,5886,9575,4121,5073,6117,4717,8898,6011,2539,308
94,2459,14910,25043,6006,12982,12252,9808,32559,10470,9024,1042,983,3183,11669,2854,84919,1614,6392,2628,69,410,566,11285,401,82375,2223,69,1837,1723,1415,3057,5670,3845,5292,3687,25116,20097,14338,3143,4290,2134,48815,43867,2972,12750,756,4869,12331,3918,8451,295,22794,12524,9737,12017,44522,2274,1265,11679,11572,1838,7443,3061,1062,1255,4673,6476,1337,2447,4986,40698,6808,9595,3089,11574,696,8168,1846,2817,13770,2550,11434,1456,4548,9889,4360,7333,6763,4522,9437,5897,3277,174
